,location,price-boroughwise,property_type,review_scores_rating,listing_id
5287,Waltham Forest,very_cheap,room,96.0,5340023.0
5324,Waltham Forest,cheap,room,97.0,5381065.0
5474,Waltham Forest,very_cheap,room,90.0,5573509.0
5530,Waltham Forest,average,room,98.0,5646237.0
5664,Waltham Forest,cheap,room,94.0,5809253.0
5777,Waltham Forest,expensive,large,95.0,5963953.0
5898,Waltham Forest,expensive,small,93.0,6095161.0
6011,Waltham Forest,expensive,small,93.0,6221552.0
6102,Waltham Forest,very_cheap,room,100.0,6316209.0
6161,Waltham Forest,very_cheap,room,76.0,6372688.0
6229,Waltham Forest,cheap,small,92.0,6434283.0
6288,Waltham Forest,very_expensive,large,100.0,6485525.0
6290,Waltham Forest,cheap,room,96.0,6486696.0
6359,Waltham Forest,very_cheap,room,91.0,6552713.0
6381,Waltham Forest,very_cheap,room,97.0,6575530.0
6405,Waltham Forest,cheap,room,99.0,6602490.0
6590,Waltham Forest,very_expensive,small,93.0,6783049.0
6642,Waltham Forest,expensive,small,93.0,6832938.0
6654,Waltham Forest,very_cheap,room,94.0,6849249.0
6704,Waltham Forest,very_expensive,large,100.0,6896290.0
6741,Waltham Forest,expensive,large,97.0,6925008.0
6799,Waltham Forest,cheap,room,99.0,6969974.0
6846,Waltham Forest,very_cheap,room,100.0,7015495.0
6859,Waltham Forest,cheap,room,97.0,7029775.0
6928,Waltham Forest,very_expensive,large,100.0,7090938.0
7027,Waltham Forest,very_expensive,large,89.0,7201123.0
7168,Waltham Forest,very_cheap,room,100.0,7333961.0
7235,Waltham Forest,average,room,94.0,7392455.0
7351,Waltham Forest,expensive,small,99.0,7510016.0
7529,Waltham Forest,expensive,small,94.0,7650686.0
7544,Waltham Forest,very_expensive,large,80.0,7670565.0
7594,Waltham Forest,expensive,large,100.0,7721823.0
7726,Waltham Forest,cheap,room,99.0,7847545.0
7791,Waltham Forest,cheap,room,95.0,7904856.0
7888,Waltham Forest,average,room,98.0,8004718.0
7931,Waltham Forest,average,room,97.0,8059907.0
7992,Waltham Forest,cheap,room,99.0,8130687.0
8011,Waltham Forest,expensive,small,100.0,8156959.0
8028,Waltham Forest,very_expensive,large,100.0,8169704.0
8103,Waltham Forest,expensive,large,94.0,8263392.0
8191,Waltham Forest,cheap,room,95.0,8367952.0
8192,Waltham Forest,very_expensive,large,70.0,8367972.0
8196,Waltham Forest,expensive,large,87.0,8368968.0
8221,Waltham Forest,average,room,99.0,8385207.0
8507,Waltham Forest,cheap,room,96.0,8717878.0
8589,Waltham Forest,cheap,room,98.0,8834649.0
8785,Waltham Forest,expensive,large,85.0,9059217.0
8825,Waltham Forest,very_expensive,large,100.0,9103401.0
8866,Waltham Forest,cheap,room,93.0,9132018.0
8966,Waltham Forest,very_expensive,large,93.0,9252153.0
8991,Waltham Forest,very_cheap,room,100.0,9286629.0
9154,Waltham Forest,very_cheap,room,98.0,9475698.0
9187,Waltham Forest,average,small,90.0,9506821.0
9421,Waltham Forest,expensive,large,90.0,9745160.0
9436,Waltham Forest,very_cheap,room,94.0,9765691.0
9480,Waltham Forest,expensive,large,96.0,9815898.0
9495,Waltham Forest,cheap,room,60.0,9830821.0
9821,Waltham Forest,very_cheap,room,100.0,10291282.0
9831,Waltham Forest,very_cheap,room,91.0,10321823.0
9859,Waltham Forest,average,room,100.0,10364231.0
9951,Waltham Forest,very_expensive,large,99.0,10570839.0
9974,Waltham Forest,very_cheap,room,99.0,10609756.0
10102,Waltham Forest,average,small,95.0,10794957.0
10194,Waltham Forest,very_expensive,large,94.0,10923997.0
10247,Waltham Forest,expensive,large,100.0,10992563.0
10251,Waltham Forest,cheap,room,93.0,10999340.0
10436,Waltham Forest,very_cheap,room,96.0,11234733.0
10606,Waltham Forest,expensive,small,90.0,11433330.0
10623,Waltham Forest,expensive,room,90.0,11455947.0
10625,Waltham Forest,very_cheap,room,100.0,11459725.0
10651,Waltham Forest,very_expensive,large,87.0,11492380.0
10703,Waltham Forest,cheap,room,90.0,11560603.0
10730,Waltham Forest,cheap,room,83.0,11596486.0
10740,Waltham Forest,cheap,room,99.0,11607149.0
10756,Waltham Forest,very_expensive,large,97.0,11628439.0
10832,Waltham Forest,cheap,room,100.0,11707821.0
10858,Waltham Forest,very_expensive,large,94.0,11737018.0
10985,Waltham Forest,expensive,small,100.0,11898411.0
11017,Waltham Forest,very_expensive,large,97.0,11936344.0
11067,Waltham Forest,expensive,small,91.0,11997070.0
11215,Waltham Forest,very_cheap,room,80.0,12158620.0
11219,Waltham Forest,very_expensive,large,100.0,12163035.0
11523,Waltham Forest,very_cheap,room,86.0,12519052.0
11554,Waltham Forest,very_expensive,large,84.0,12552780.0
11583,Waltham Forest,average,small,93.0,12582316.0
11693,Waltham Forest,very_cheap,room,95.0,12747226.0
11751,Waltham Forest,very_expensive,large,94.0,12822117.0
11799,Waltham Forest,very_cheap,room,97.0,12866852.0
11938,Waltham Forest,expensive,room,100.0,12983487.0
11941,Waltham Forest,expensive,room,100.0,12985145.0
11993,Waltham Forest,average,small,95.0,13036699.0
12018,Waltham Forest,very_cheap,room,85.0,13053046.0
12035,Waltham Forest,average,room,100.0,13062283.0
12062,Waltham Forest,very_expensive,room,99.0,13089766.0
12077,Waltham Forest,expensive,large,100.0,13105835.0
12115,Waltham Forest,very_expensive,large,100.0,13132534.0
12122,Waltham Forest,very_expensive,large,97.0,13134348.0
12135,Waltham Forest,expensive,room,99.0,13139326.0
12165,Waltham Forest,very_expensive,large,98.0,13165422.0
12245,Waltham Forest,expensive,large,98.0,13236903.0
12314,Waltham Forest,average,room,99.0,13286496.0
12349,Waltham Forest,cheap,room,98.0,13310458.0
12636,Waltham Forest,very_cheap,room,67.0,13543891.0
12724,Waltham Forest,cheap,room,100.0,13603192.0
12757,Waltham Forest,very_expensive,large,100.0,13622372.0
12779,Waltham Forest,very_cheap,room,94.0,13639853.0
12873,Waltham Forest,very_expensive,large,99.0,13722386.0
12985,Waltham Forest,cheap,room,99.0,13796326.0
12997,Waltham Forest,average,room,98.0,13804067.0
13019,Waltham Forest,very_cheap,room,76.0,13820601.0
13022,Waltham Forest,expensive,large,97.0,13822302.0
13209,Waltham Forest,expensive,large,96.0,13948684.0
13292,Waltham Forest,cheap,room,100.0,14005159.0
13323,Waltham Forest,cheap,room,100.0,14038598.0
13327,Waltham Forest,very_expensive,room,100.0,14040669.0
13364,Waltham Forest,very_expensive,large,100.0,14081378.0
13483,Waltham Forest,expensive,small,100.0,14160750.0
13590,Waltham Forest,average,small,100.0,14234804.0
13685,Waltham Forest,cheap,room,94.0,14308420.0
13809,Waltham Forest,cheap,room,96.0,14386765.0
13853,Waltham Forest,very_cheap,room,93.0,14435010.0
13916,Waltham Forest,expensive,small,80.0,14483992.0
14074,Waltham Forest,average,small,98.0,14612626.0
14075,Waltham Forest,very_expensive,large,100.0,14612848.0
14086,Waltham Forest,very_cheap,room,100.0,14624780.0
14108,Waltham Forest,cheap,room,99.0,14659502.0
14119,Waltham Forest,very_expensive,large,94.0,14665017.0
14120,Waltham Forest,average,small,100.0,14665781.0
14155,Waltham Forest,expensive,room,98.0,14681516.0
14233,Waltham Forest,very_cheap,room,86.0,14751301.0
14234,Waltham Forest,very_expensive,large,91.0,14752798.0
14257,Waltham Forest,average,room,97.0,14781308.0
14284,Waltham Forest,very_cheap,room,84.0,14796739.0
14463,Waltham Forest,very_expensive,room,80.0,14957072.0
14564,Waltham Forest,cheap,room,94.0,15054681.0
14661,Waltham Forest,cheap,room,100.0,15143418.0
14843,Waltham Forest,very_expensive,large,93.0,15282062.0
14892,Waltham Forest,average,small,88.0,15324416.0
15005,Waltham Forest,average,small,97.0,15405320.0
15066,Waltham Forest,expensive,large,100.0,15458278.0
15455,Waltham Forest,very_expensive,large,100.0,15788310.0
15495,Waltham Forest,very_expensive,room,100.0,15830141.0
15504,Waltham Forest,cheap,room,93.0,15839202.0
15521,Waltham Forest,very_expensive,large,100.0,15855460.0
15527,Waltham Forest,very_cheap,room,94.0,15857068.0
15557,Waltham Forest,expensive,large,90.0,15871635.0
15734,Waltham Forest,expensive,large,100.0,16011678.0
15862,Waltham Forest,very_expensive,large,100.0,16107904.0
15898,Waltham Forest,cheap,room,100.0,16132995.0
16117,Waltham Forest,expensive,large,93.0,16255823.0
16223,Waltham Forest,very_expensive,large,97.0,16328396.0
16248,Waltham Forest,very_cheap,room,95.0,16349566.0
16252,Waltham Forest,very_cheap,room,97.0,16351334.0
16283,Waltham Forest,cheap,room,88.0,16375022.0
16456,Waltham Forest,expensive,room,100.0,16529072.0
16470,Waltham Forest,expensive,large,96.0,16541717.0
16497,Waltham Forest,very_expensive,large,100.0,16564281.0
16726,Waltham Forest,very_cheap,room,95.0,16723314.0
16831,Waltham Forest,cheap,room,97.0,16806224.0
16870,Waltham Forest,very_expensive,small,100.0,16833963.0
17094,Waltham Forest,very_expensive,room,97.0,16961544.0
17098,Waltham Forest,average,small,100.0,16966112.0
17120,Waltham Forest,cheap,room,88.0,16980076.0
17173,Waltham Forest,very_expensive,small,95.0,17009066.0
17181,Waltham Forest,very_cheap,room,90.0,17012704.0
17201,Waltham Forest,cheap,room,94.0,17024925.0
17208,Waltham Forest,very_cheap,room,97.0,17028877.0
17380,Waltham Forest,expensive,large,94.0,17175013.0
17468,Waltham Forest,very_cheap,room,100.0,17258868.0
17540,Waltham Forest,very_expensive,small,99.0,17325472.0
17584,Waltham Forest,expensive,small,89.0,17356830.0
17702,Waltham Forest,expensive,small,100.0,17444525.0
17711,Waltham Forest,average,large,99.0,17457289.0
17735,Waltham Forest,very_cheap,room,100.0,17474324.0
17736,Waltham Forest,very_expensive,large,97.0,17474429.0
17769,Waltham Forest,cheap,small,100.0,17493228.0
17887,Waltham Forest,very_cheap,room,98.0,17554693.0
18050,Waltham Forest,expensive,large,87.0,17645407.0
18058,Waltham Forest,cheap,room,94.0,17648563.0
18074,Waltham Forest,average,room,100.0,17658975.0
18110,Waltham Forest,average,large,100.0,17692945.0
18127,Waltham Forest,very_cheap,room,87.0,17706915.0
18177,Waltham Forest,average,small,93.0,17730113.0
18250,Waltham Forest,very_cheap,room,80.0,17764030.0
18251,Waltham Forest,very_cheap,room,93.0,17764787.0
18252,Waltham Forest,very_cheap,room,80.0,17764993.0
18275,Waltham Forest,cheap,room,100.0,17781894.0
18287,Waltham Forest,expensive,large,98.0,17788666.0
18419,Waltham Forest,average,small,98.0,17882613.0
18424,Waltham Forest,expensive,large,97.0,17886306.0
18426,Waltham Forest,very_cheap,room,100.0,17887141.0
18479,Waltham Forest,very_expensive,large,90.0,17923099.0
18524,Waltham Forest,expensive,large,100.0,17952017.0
18672,Waltham Forest,very_expensive,large,100.0,18039455.0
18766,Waltham Forest,cheap,room,100.0,18101863.0
18772,Waltham Forest,cheap,room,100.0,18106912.0
19022,Waltham Forest,expensive,small,95.0,18268692.0
19124,Waltham Forest,very_expensive,large,100.0,18340446.0
19159,Waltham Forest,cheap,room,96.0,18354410.0
19187,Waltham Forest,very_cheap,room,100.0,18373061.0
19234,Waltham Forest,average,small,93.0,18403109.0
19247,Waltham Forest,average,room,100.0,18408491.0
19551,Waltham Forest,average,room,100.0,18650844.0
19665,Waltham Forest,expensive,room,97.0,18704635.0
19855,Waltham Forest,very_cheap,room,91.0,18820747.0
19902,Waltham Forest,very_expensive,large,93.0,18855064.0
20074,Waltham Forest,average,room,97.0,18965086.0
20122,Waltham Forest,very_cheap,room,94.0,19004703.0
20149,Waltham Forest,very_expensive,large,100.0,19016452.0
20179,Waltham Forest,expensive,small,90.0,19030663.0
20517,Waltham Forest,average,room,100.0,19222293.0
20521,Waltham Forest,very_expensive,large,99.0,19223664.0
20598,Waltham Forest,cheap,room,99.0,19265710.0
20799,Waltham Forest,cheap,room,94.0,19428912.0
20806,Waltham Forest,cheap,room,97.0,19435774.0
20913,Waltham Forest,very_expensive,large,100.0,19488286.0
20930,Waltham Forest,average,room,100.0,19498744.0
21165,Waltham Forest,average,room,99.0,19633473.0
21218,Waltham Forest,expensive,small,100.0,19656260.0
21321,Waltham Forest,very_expensive,large,98.0,19713339.0
21444,Waltham Forest,very_expensive,large,100.0,19786527.0
21457,Waltham Forest,average,small,97.0,19794986.0
21532,Waltham Forest,very_cheap,room,100.0,19823827.0
21575,Waltham Forest,cheap,room,95.0,19845906.0
21647,Waltham Forest,average,small,89.0,19886569.0
21689,Waltham Forest,cheap,room,97.0,19910039.0
21774,Waltham Forest,average,small,77.0,19957686.0
21964,Waltham Forest,very_expensive,large,65.0,20053834.0
22061,Waltham Forest,very_cheap,room,87.0,20115795.0
22111,Waltham Forest,cheap,room,97.0,20146692.0
22257,Waltham Forest,expensive,room,100.0,20223333.0
22379,Waltham Forest,very_expensive,large,83.0,20294299.0
22419,Waltham Forest,expensive,large,96.0,20322521.0
22446,Waltham Forest,average,room,93.0,20354027.0
22515,Waltham Forest,very_expensive,room,100.0,20423510.0
22745,Waltham Forest,expensive,small,98.0,20567680.0
22761,Waltham Forest,average,small,87.0,20571470.0
22797,Waltham Forest,average,room,96.0,20593111.0
22916,Waltham Forest,cheap,room,92.0,20671070.0
23068,Waltham Forest,expensive,small,96.0,20779291.0
23083,Waltham Forest,cheap,room,99.0,20784583.0
23370,Waltham Forest,expensive,large,95.0,20941537.0
23421,Waltham Forest,very_cheap,room,92.0,20969584.0
23509,Waltham Forest,average,room,99.0,21033070.0
23672,Waltham Forest,average,small,95.0,21125071.0
23725,Waltham Forest,very_expensive,large,95.0,21148140.0
23862,Waltham Forest,average,small,96.0,21222049.0
23926,Waltham Forest,very_expensive,large,100.0,21258288.0
23972,Waltham Forest,cheap,room,86.0,21273445.0
23974,Waltham Forest,cheap,room,96.0,21273938.0
24051,Waltham Forest,average,large,100.0,21321183.0
24099,Waltham Forest,cheap,room,98.0,21355143.0
24104,Waltham Forest,average,small,81.0,21357282.0
24110,Waltham Forest,expensive,small,79.0,21361011.0
24147,Waltham Forest,expensive,small,90.0,21382349.0
24154,Waltham Forest,expensive,small,74.0,21387943.0
24177,Waltham Forest,expensive,small,86.0,21397367.0
24189,Waltham Forest,very_cheap,room,99.0,21405036.0
24332,Waltham Forest,expensive,large,90.0,21486911.0
24342,Waltham Forest,average,small,93.0,21489773.0
24425,Waltham Forest,very_expensive,small,100.0,21538206.0
24464,Waltham Forest,very_expensive,large,93.0,21560687.0
24505,Waltham Forest,very_cheap,room,95.0,21587602.0
24586,Waltham Forest,cheap,room,87.0,21622428.0
24587,Waltham Forest,very_cheap,room,95.0,21622429.0
24814,Waltham Forest,average,large,100.0,21727335.0
25011,Waltham Forest,cheap,room,80.0,21822160.0
25178,Waltham Forest,expensive,small,93.0,21899682.0
25284,Waltham Forest,very_expensive,large,73.0,21954944.0
25402,Waltham Forest,very_cheap,room,95.0,22017099.0
25403,Waltham Forest,very_cheap,room,93.0,22018672.0
25532,Waltham Forest,expensive,large,94.0,22099096.0
25560,Waltham Forest,very_cheap,room,76.0,22120093.0
25590,Waltham Forest,very_expensive,large,97.0,22144123.0
25651,Waltham Forest,very_cheap,room,98.0,22184112.0
25748,Waltham Forest,very_cheap,room,100.0,22239824.0
25825,Waltham Forest,average,small,89.0,22286522.0
25829,Waltham Forest,average,room,100.0,22287638.0
25861,Waltham Forest,expensive,small,99.0,22316589.0
25919,Waltham Forest,very_cheap,room,94.0,22355232.0
26061,Waltham Forest,cheap,room,100.0,22495160.0
26077,Waltham Forest,very_cheap,room,95.0,22521147.0
26085,Waltham Forest,very_expensive,large,96.0,22524075.0
26119,Waltham Forest,expensive,large,95.0,22547393.0
26174,Waltham Forest,expensive,room,100.0,22580495.0
26351,Waltham Forest,cheap,room,100.0,22711214.0
26358,Waltham Forest,expensive,small,100.0,22716889.0
26376,Waltham Forest,average,small,96.0,22726262.0
26420,Waltham Forest,cheap,room,100.0,22750851.0
26471,Waltham Forest,very_expensive,large,100.0,22783526.0
26724,Waltham Forest,expensive,large,92.0,22976384.0
26760,Waltham Forest,expensive,small,96.0,23001974.0
26781,Waltham Forest,expensive,small,100.0,23015439.0
26905,Waltham Forest,very_cheap,room,97.0,23106808.0
26948,Waltham Forest,very_cheap,room,100.0,23137419.0
26979,Waltham Forest,expensive,large,99.0,23158411.0
27036,Waltham Forest,cheap,room,94.0,23201199.0
27070,Waltham Forest,very_expensive,large,100.0,23231528.0
27113,Waltham Forest,cheap,room,100.0,23264311.0
27221,Waltham Forest,very_cheap,room,100.0,23322749.0
27228,Waltham Forest,very_cheap,room,100.0,23329801.0
27287,Waltham Forest,very_expensive,large,98.0,23363114.0
27300,Waltham Forest,expensive,large,100.0,23368989.0
27356,Waltham Forest,expensive,large,92.0,23409482.0
27390,Waltham Forest,expensive,small,100.0,23428178.0
27432,Waltham Forest,very_expensive,large,96.0,23459332.0
27551,Waltham Forest,expensive,large,93.0,23539044.0
27732,Waltham Forest,expensive,small,100.0,23667387.0
27785,Waltham Forest,very_cheap,large,100.0,23701803.0
27796,Waltham Forest,very_cheap,room,98.0,23709886.0
27799,Waltham Forest,average,small,84.0,23710839.0
27865,Waltham Forest,very_cheap,room,100.0,23748350.0
27970,Waltham Forest,very_cheap,room,99.0,23813881.0
27996,Waltham Forest,very_expensive,large,95.0,23822299.0
27998,Waltham Forest,very_cheap,room,94.0,23822682.0
28210,Waltham Forest,expensive,large,95.0,23984822.0
28289,Waltham Forest,expensive,large,95.0,24031655.0
28297,Waltham Forest,cheap,room,87.0,24037602.0
28424,Waltham Forest,very_expensive,large,100.0,24134747.0
28461,Waltham Forest,very_cheap,room,100.0,24172402.0
28507,Waltham Forest,average,room,100.0,24195203.0
28614,Waltham Forest,expensive,large,100.0,24261133.0
28624,Waltham Forest,average,room,98.0,24274560.0
28822,Waltham Forest,average,small,89.0,24418010.0
28855,Waltham Forest,cheap,room,100.0,24440134.0
29004,Waltham Forest,very_cheap,room,98.0,24559699.0
29173,Waltham Forest,average,small,85.0,24654705.0
29207,Waltham Forest,very_cheap,room,99.0,24673498.0
29280,Waltham Forest,average,room,98.0,24725965.0
29322,Waltham Forest,expensive,small,96.0,24741280.0
29428,Waltham Forest,very_cheap,room,92.0,24806081.0
29460,Waltham Forest,very_expensive,large,87.0,24821733.0
29563,Waltham Forest,very_cheap,room,98.0,24913864.0
29589,Waltham Forest,very_expensive,large,89.0,24931379.0
29607,Waltham Forest,very_expensive,large,100.0,24941728.0
29659,Waltham Forest,very_cheap,room,97.0,24965500.0
29700,Waltham Forest,cheap,room,90.0,24991806.0
29709,Waltham Forest,cheap,room,100.0,25000065.0
29721,Waltham Forest,cheap,room,97.0,25004044.0
29725,Waltham Forest,cheap,room,97.0,25004573.0
29727,Waltham Forest,cheap,room,83.0,25004850.0
29768,Waltham Forest,cheap,room,97.0,25042774.0
29818,Waltham Forest,very_expensive,large,94.0,25067533.0
30108,Waltham Forest,very_expensive,large,96.0,25274234.0
30294,Waltham Forest,very_expensive,large,100.0,25399969.0
30337,Waltham Forest,very_cheap,room,94.0,25439233.0
30406,Waltham Forest,cheap,room,97.0,25481121.0
30460,Waltham Forest,very_cheap,room,93.0,25533339.0
30471,Waltham Forest,average,room,94.0,25545928.0
30517,Waltham Forest,cheap,room,100.0,25603374.0
30528,Waltham Forest,very_expensive,large,94.0,25613781.0
30531,Waltham Forest,very_cheap,room,96.0,25617834.0
30535,Waltham Forest,expensive,small,97.0,25622512.0
30585,Waltham Forest,very_expensive,large,91.0,25703144.0
30666,Waltham Forest,average,large,93.0,25779378.0
30718,Waltham Forest,very_expensive,large,100.0,25808615.0
30772,Waltham Forest,very_expensive,large,93.0,25859746.0
30803,Waltham Forest,very_expensive,room,100.0,25878020.0
30832,Waltham Forest,cheap,room,100.0,25897693.0
30849,Waltham Forest,expensive,small,98.0,25910094.0
30859,Waltham Forest,expensive,large,93.0,25914438.0
30877,Waltham Forest,expensive,small,100.0,25930218.0
30945,Waltham Forest,expensive,large,93.0,25974992.0
31067,Waltham Forest,very_expensive,large,93.0,26056757.0
31072,Waltham Forest,expensive,large,84.0,26059549.0
31219,Waltham Forest,expensive,large,100.0,26163209.0
31249,Waltham Forest,very_expensive,large,100.0,26188096.0
31328,Waltham Forest,very_expensive,large,98.0,26254797.0
31338,Waltham Forest,cheap,room,99.0,26267852.0
31346,Waltham Forest,average,room,100.0,26272928.0
31397,Waltham Forest,very_expensive,large,100.0,26315334.0
31440,Waltham Forest,very_cheap,room,96.0,26336324.0
31441,Waltham Forest,very_cheap,room,90.0,26336897.0
31442,Waltham Forest,very_cheap,room,93.0,26337117.0
31457,Waltham Forest,very_cheap,room,93.0,26347576.0
31466,Waltham Forest,very_expensive,large,97.0,26352707.0
31563,Waltham Forest,expensive,large,94.0,26415741.0
31569,Waltham Forest,very_expensive,large,98.0,26421685.0
31571,Waltham Forest,very_expensive,large,73.0,26422667.0
31905,Waltham Forest,expensive,room,91.0,26666760.0
31914,Waltham Forest,expensive,room,95.0,26677417.0
31918,Waltham Forest,average,room,100.0,26682116.0
31998,Waltham Forest,cheap,room,100.0,26746757.0
32019,Waltham Forest,expensive,large,86.0,26762894.0
32032,Waltham Forest,cheap,room,100.0,26768321.0
32117,Waltham Forest,average,large,100.0,26855743.0
32145,Waltham Forest,very_expensive,large,90.0,26873224.0
32232,Waltham Forest,expensive,large,100.0,26954400.0
32233,Waltham Forest,average,large,100.0,26954493.0
32326,Waltham Forest,expensive,large,97.0,27040273.0
32340,Waltham Forest,expensive,large,100.0,27045066.0
32341,Waltham Forest,very_cheap,room,82.0,27045076.0
32365,Waltham Forest,cheap,room,93.0,27062355.0
32494,Waltham Forest,expensive,large,99.0,27178833.0
32563,Waltham Forest,cheap,room,96.0,27220016.0
32573,Waltham Forest,very_expensive,large,96.0,27224097.0
32601,Waltham Forest,expensive,small,91.0,27247374.0
32656,Waltham Forest,average,room,96.0,27283326.0
32658,Waltham Forest,cheap,room,96.0,27285637.0
32681,Waltham Forest,very_cheap,room,100.0,27307552.0
32684,Waltham Forest,expensive,small,100.0,27310158.0
32857,Waltham Forest,very_expensive,large,96.0,27416674.0
32929,Waltham Forest,very_expensive,large,92.0,27463685.0
32972,Waltham Forest,average,room,100.0,27496023.0
32993,Waltham Forest,average,room,98.0,27504216.0
33063,Waltham Forest,very_expensive,large,100.0,27537534.0
33065,Waltham Forest,very_expensive,large,98.0,27538032.0
33197,Waltham Forest,very_expensive,large,100.0,27605964.0
33277,Waltham Forest,average,room,97.0,27652831.0
33327,Waltham Forest,average,room,100.0,27693993.0
33401,Waltham Forest,very_cheap,room,100.0,27731122.0
33428,Waltham Forest,very_expensive,large,100.0,27748439.0
33460,Waltham Forest,very_expensive,large,95.0,27773219.0
33500,Waltham Forest,average,small,77.0,27800271.0
33563,Waltham Forest,expensive,small,99.0,27835051.0
33589,Waltham Forest,expensive,small,87.0,27858187.0
33632,Waltham Forest,expensive,small,99.0,27887317.0
33648,Waltham Forest,average,small,97.0,27894668.0
33718,Waltham Forest,expensive,large,70.0,27956944.0
33730,Waltham Forest,cheap,room,92.0,27961659.0
33782,Waltham Forest,average,small,87.0,27998629.0
33891,Waltham Forest,average,room,99.0,28076203.0
33905,Waltham Forest,very_expensive,large,94.0,28090512.0
34132,Waltham Forest,very_expensive,large,97.0,28245552.0
34193,Waltham Forest,expensive,large,100.0,28294388.0
34231,Waltham Forest,expensive,small,99.0,28310684.0
34302,Waltham Forest,average,small,92.0,28378905.0
34317,Waltham Forest,very_expensive,large,100.0,28394544.0
34322,Waltham Forest,average,room,98.0,28396713.0
34461,Waltham Forest,cheap,room,100.0,28486098.0
34497,Waltham Forest,average,large,100.0,28512963.0
34606,Waltham Forest,cheap,room,100.0,28599019.0
34627,Waltham Forest,very_expensive,large,93.0,28610066.0
34661,Waltham Forest,expensive,small,100.0,28637246.0
34737,Waltham Forest,average,room,99.0,28694124.0
34759,Waltham Forest,expensive,large,100.0,28712084.0
34794,Waltham Forest,expensive,small,95.0,28730195.0
34805,Waltham Forest,cheap,room,96.0,28739852.0
34832,Waltham Forest,cheap,room,100.0,28755547.0
34850,Waltham Forest,average,small,87.0,28768117.0
34988,Waltham Forest,very_expensive,large,96.0,28856539.0
35040,Waltham Forest,very_expensive,large,100.0,28892611.0
35239,Waltham Forest,very_expensive,large,100.0,29045202.0
35394,Waltham Forest,average,small,90.0,29157725.0
35502,Waltham Forest,very_cheap,room,98.0,29236078.0
35531,Waltham Forest,expensive,small,100.0,29268138.0
35663,Waltham Forest,very_cheap,room,99.0,29363059.0
35675,Waltham Forest,cheap,room,76.0,29379022.0
35676,Waltham Forest,very_expensive,large,95.0,29380886.0
35758,Waltham Forest,expensive,large,84.0,29435672.0
35760,Waltham Forest,very_cheap,room,99.0,29444433.0
35769,Waltham Forest,very_expensive,large,100.0,29453977.0
35826,Waltham Forest,cheap,room,99.0,29487970.0
35892,Waltham Forest,cheap,room,98.0,29530856.0
35902,Waltham Forest,cheap,room,94.0,29534560.0
35965,Waltham Forest,average,small,85.0,29585195.0
35974,Waltham Forest,average,small,91.0,29587670.0
35998,Waltham Forest,average,small,93.0,29616853.0
36065,Waltham Forest,very_expensive,large,100.0,29653198.0
36076,Waltham Forest,expensive,small,100.0,29660412.0
36170,Waltham Forest,cheap,room,89.0,29735407.0
36172,Waltham Forest,cheap,room,94.0,29735934.0
36202,Waltham Forest,average,small,93.0,29758952.0
36271,Waltham Forest,expensive,large,89.0,29800879.0
36298,Waltham Forest,very_cheap,room,93.0,29822064.0
36302,Waltham Forest,cheap,room,74.0,29824018.0
36319,Waltham Forest,average,small,88.0,29839971.0
36334,Waltham Forest,very_cheap,room,80.0,29845407.0
36461,Waltham Forest,cheap,room,98.0,29922263.0
36484,Waltham Forest,expensive,small,97.0,29936738.0
36485,Waltham Forest,expensive,small,100.0,29937310.0
36487,Waltham Forest,very_cheap,room,100.0,29940587.0
36494,Waltham Forest,average,room,93.0,29944148.0
36582,Waltham Forest,very_cheap,room,82.0,30004437.0
36589,Waltham Forest,very_cheap,room,89.0,30006470.0
36608,Waltham Forest,expensive,large,85.0,30015358.0
36614,Waltham Forest,average,small,79.0,30027423.0
36650,Waltham Forest,average,small,100.0,30040697.0
36663,Waltham Forest,expensive,large,100.0,30060205.0
36702,Waltham Forest,cheap,large,100.0,30096159.0
36822,Waltham Forest,very_expensive,large,96.0,30170215.0
36993,Waltham Forest,very_cheap,room,96.0,30280920.0
37013,Waltham Forest,expensive,large,100.0,30288857.0
37172,Waltham Forest,expensive,large,97.0,30372752.0
37289,Waltham Forest,very_cheap,room,91.0,30467910.0
37331,Waltham Forest,expensive,large,100.0,30506419.0
37425,Waltham Forest,average,room,100.0,30580997.0
37431,Waltham Forest,very_expensive,small,95.0,30583207.0
37510,Waltham Forest,very_expensive,large,90.0,30703723.0
37525,Waltham Forest,cheap,room,100.0,30714734.0
37547,Waltham Forest,expensive,large,95.0,30732961.0
37674,Waltham Forest,cheap,room,83.0,30836770.0
37749,Waltham Forest,expensive,room,95.0,30910626.0
37784,Waltham Forest,very_expensive,large,100.0,30947278.0
37897,Waltham Forest,average,small,78.0,31027161.0
37924,Waltham Forest,average,small,78.0,31051008.0
37984,Waltham Forest,cheap,room,100.0,31112819.0
38002,Waltham Forest,expensive,small,100.0,31129560.0
38074,Waltham Forest,expensive,large,100.0,31187374.0
38150,Waltham Forest,very_cheap,room,95.0,31256327.0
38480,Waltham Forest,expensive,large,99.0,31492626.0
38547,Waltham Forest,very_cheap,room,88.0,31555781.0
38571,Waltham Forest,very_expensive,large,89.0,31583408.0
38643,Waltham Forest,very_cheap,room,100.0,31638060.0
38706,Waltham Forest,expensive,large,94.0,31685715.0
38709,Waltham Forest,very_cheap,room,89.0,31689300.0
38717,Waltham Forest,very_cheap,room,92.0,31693280.0
38857,Waltham Forest,average,small,84.0,31852533.0
