,location,price-boroughwise,property_type,review_scores_rating,listing_id
0,Lambeth,expensive,small,92.0,11551.0
33,Lambeth,cheap,room,98.0,53242.0
34,Lambeth,expensive,small,96.0,53245.0
50,Lambeth,cheap,room,96.0,72913.0
51,Lambeth,cheap,large,98.0,73431.0
62,Lambeth,average,small,96.0,80441.0
75,Lambeth,cheap,room,97.0,85191.0
91,Lambeth,cheap,room,97.0,93500.0
96,Lambeth,very_cheap,room,97.0,97506.0
106,Lambeth,expensive,small,90.0,101083.0
108,Lambeth,expensive,room,98.0,102565.0
124,Lambeth,expensive,small,95.0,131444.0
135,Lambeth,very_expensive,large,86.0,147244.0
144,Lambeth,very_cheap,room,94.0,159736.0
169,Lambeth,very_expensive,small,77.0,194664.0
184,Lambeth,very_expensive,large,87.0,227078.0
197,Lambeth,cheap,room,92.0,236956.0
240,Lambeth,cheap,room,93.0,268398.0
300,Lambeth,very_expensive,large,97.0,310724.0
302,Lambeth,very_cheap,room,99.0,311430.0
313,Lambeth,very_cheap,room,90.0,315489.0
314,Lambeth,cheap,room,95.0,315658.0
325,Lambeth,very_expensive,large,93.0,326314.0
328,Lambeth,very_expensive,small,99.0,329585.0
345,Lambeth,very_cheap,room,94.0,344094.0
346,Lambeth,very_cheap,room,95.0,344102.0
351,Lambeth,very_expensive,large,96.0,347849.0
352,Lambeth,very_cheap,room,99.0,347896.0
362,Lambeth,very_cheap,room,92.0,351727.0
385,Lambeth,expensive,small,98.0,365933.0
393,Lambeth,very_cheap,room,93.0,370824.0
398,Lambeth,cheap,room,87.0,375006.0
414,Lambeth,average,room,94.0,381916.0
418,Lambeth,average,room,96.0,383382.0
419,Lambeth,average,room,92.0,383416.0
437,Lambeth,very_cheap,room,97.0,388422.0
438,Lambeth,cheap,room,93.0,388644.0
466,Lambeth,very_cheap,room,98.0,390988.0
476,Lambeth,average,room,97.0,392045.0
495,Lambeth,average,room,97.0,401177.0
513,Lambeth,average,room,91.0,409270.0
540,Lambeth,very_cheap,room,83.0,420759.0
550,Lambeth,expensive,small,99.0,427080.0
552,Lambeth,expensive,large,94.0,427348.0
557,Lambeth,expensive,small,87.0,429444.0
589,Lambeth,very_cheap,room,97.0,442999.0
625,Lambeth,very_cheap,room,97.0,456315.0
652,Lambeth,very_cheap,room,99.0,465361.0
653,Lambeth,cheap,room,98.0,465435.0
669,Lambeth,cheap,room,90.0,469676.0
697,Lambeth,cheap,room,100.0,480580.0
713,Lambeth,expensive,small,94.0,494343.0
714,Lambeth,very_expensive,large,100.0,495153.0
717,Lambeth,expensive,room,96.0,496875.0
726,Lambeth,very_expensive,small,89.0,501544.0
732,Lambeth,very_expensive,room,100.0,502576.0
738,Lambeth,very_expensive,large,100.0,506997.0
746,Lambeth,cheap,room,93.0,509914.0
756,Lambeth,expensive,large,85.0,513198.0
777,Lambeth,cheap,large,97.0,521359.0
785,Lambeth,very_cheap,room,98.0,522946.0
823,Lambeth,very_expensive,large,96.0,536121.0
824,Lambeth,very_cheap,room,93.0,536794.0
825,Lambeth,average,large,93.0,536996.0
832,Lambeth,expensive,large,96.0,541081.0
849,Lambeth,average,room,92.0,549299.0
856,Lambeth,very_expensive,small,90.0,553233.0
864,Lambeth,very_expensive,large,97.0,558694.0
865,Lambeth,very_expensive,large,100.0,558798.0
872,Lambeth,expensive,large,93.0,561379.0
880,Lambeth,cheap,room,96.0,563705.0
888,Lambeth,cheap,small,92.0,566338.0
896,Lambeth,average,small,95.0,569963.0
898,Lambeth,cheap,room,98.0,570490.0
906,Lambeth,very_expensive,large,93.0,572805.0
914,Lambeth,very_expensive,large,89.0,577113.0
921,Lambeth,expensive,room,90.0,581928.0
922,Lambeth,expensive,small,98.0,582899.0
931,Lambeth,average,room,91.0,585168.0
946,Lambeth,cheap,room,97.0,590836.0
962,Lambeth,average,small,97.0,595103.0
976,Lambeth,average,small,93.0,600500.0
978,Lambeth,expensive,small,92.0,601432.0
1020,Lambeth,average,room,92.0,615456.0
1043,Lambeth,expensive,small,92.0,629409.0
1057,Lambeth,expensive,small,98.0,636232.0
1075,Lambeth,very_cheap,room,85.0,659628.0
1088,Lambeth,very_expensive,large,97.0,672080.0
1089,Lambeth,very_expensive,large,96.0,672081.0
1099,Lambeth,expensive,room,92.0,675591.0
1110,Lambeth,expensive,large,86.0,681690.0
1114,Lambeth,average,small,83.0,683952.0
1143,Lambeth,very_cheap,room,94.0,709116.0
1145,Lambeth,very_cheap,room,97.0,709912.0
1162,Lambeth,very_cheap,room,97.0,719487.0
1165,Lambeth,expensive,small,100.0,721116.0
1200,Lambeth,very_expensive,large,94.0,740600.0
1258,Lambeth,cheap,room,100.0,772162.0
1276,Lambeth,very_expensive,large,86.0,794256.0
1282,Lambeth,cheap,room,99.0,797857.0
1286,Lambeth,very_expensive,large,93.0,800106.0
1290,Lambeth,expensive,room,98.0,801348.0
1309,Lambeth,cheap,room,96.0,819747.0
1313,Lambeth,average,room,97.0,821334.0
1324,Lambeth,expensive,small,94.0,829688.0
1353,Lambeth,very_cheap,room,91.0,872512.0
1369,Lambeth,very_cheap,room,100.0,883368.0
1398,Lambeth,cheap,room,89.0,909348.0
1432,Lambeth,very_expensive,large,92.0,935373.0
1437,Lambeth,cheap,room,89.0,941492.0
1451,Lambeth,very_cheap,room,95.0,948461.0
1456,Lambeth,very_expensive,large,91.0,954168.0
1491,Lambeth,average,room,97.0,975497.0
1528,Lambeth,average,small,83.0,1004045.0
1572,Lambeth,very_expensive,large,99.0,1047227.0
1575,Lambeth,very_cheap,room,89.0,1054326.0
1589,Lambeth,very_cheap,room,99.0,1066230.0
1597,Lambeth,very_cheap,room,100.0,1080216.0
1605,Lambeth,very_expensive,large,90.0,1089111.0
1625,Lambeth,cheap,room,90.0,1109005.0
1634,Lambeth,cheap,room,91.0,1114257.0
1645,Lambeth,average,small,95.0,1122835.0
1649,Lambeth,cheap,room,93.0,1124294.0
1651,Lambeth,expensive,small,98.0,1126108.0
1657,Lambeth,average,room,100.0,1129780.0
1661,Lambeth,cheap,room,96.0,1140836.0
1685,Lambeth,very_cheap,room,91.0,1172673.0
1687,Lambeth,expensive,room,100.0,1175819.0
1694,Lambeth,very_cheap,room,94.0,1179958.0
1698,Lambeth,expensive,large,94.0,1182979.0
1714,Lambeth,expensive,large,94.0,1194557.0
1721,Lambeth,very_cheap,room,90.0,1201920.0
1725,Lambeth,expensive,small,93.0,1203409.0
1743,Lambeth,expensive,large,93.0,1216008.0
1747,Lambeth,cheap,room,95.0,1217387.0
1748,Lambeth,expensive,large,95.0,1218342.0
1762,Lambeth,very_expensive,small,94.0,1223650.0
1796,Lambeth,average,room,95.0,1251444.0
1828,Lambeth,very_expensive,large,98.0,1284082.0
1873,Lambeth,very_expensive,large,95.0,1330737.0
1881,Lambeth,very_expensive,large,95.0,1339616.0
1903,Lambeth,very_cheap,room,98.0,1351002.0
1912,Lambeth,cheap,room,96.0,1359847.0
1918,Lambeth,expensive,large,88.0,1362534.0
1979,Lambeth,expensive,large,91.0,1430363.0
1990,Lambeth,cheap,room,91.0,1441697.0
2013,Lambeth,very_cheap,room,98.0,1474834.0
2025,Lambeth,cheap,room,99.0,1486702.0
2030,Lambeth,cheap,room,96.0,1496259.0
2036,Lambeth,very_cheap,room,95.0,1509446.0
2042,Lambeth,expensive,large,97.0,1515065.0
2057,Lambeth,cheap,room,98.0,1529563.0
2066,Lambeth,very_cheap,room,94.0,1538852.0
2075,Lambeth,very_cheap,room,97.0,1548785.0
2084,Lambeth,cheap,room,82.0,1561941.0
2097,Lambeth,cheap,room,95.0,1580982.0
2104,Lambeth,expensive,large,99.0,1590818.0
2108,Lambeth,cheap,room,99.0,1596415.0
2115,Lambeth,very_expensive,large,98.0,1606356.0
2131,Lambeth,very_cheap,room,97.0,1623611.0
2135,Lambeth,cheap,small,100.0,1630792.0
2144,Lambeth,very_expensive,,99.0,1643561.0
2167,Lambeth,very_cheap,room,98.0,1665234.0
2180,Lambeth,cheap,room,94.0,1674813.0
2185,Lambeth,average,large,96.0,1682982.0
2207,Lambeth,very_cheap,room,96.0,1719603.0
2223,Lambeth,cheap,room,99.0,1735871.0
2237,Lambeth,very_cheap,room,92.0,1753791.0
2242,Lambeth,very_cheap,room,93.0,1755764.0
2289,Lambeth,cheap,room,96.0,1805010.0
2311,Lambeth,cheap,room,94.0,1829581.0
2329,Lambeth,cheap,room,93.0,1845634.0
2345,Lambeth,average,room,93.0,1865198.0
2346,Lambeth,expensive,small,99.0,1866723.0
2362,Lambeth,cheap,room,98.0,1883810.0
2375,Lambeth,very_cheap,room,93.0,1897105.0
2376,Lambeth,expensive,small,95.0,1897252.0
2386,Lambeth,cheap,room,87.0,1909104.0
2388,Lambeth,very_expensive,large,96.0,1913181.0
2389,Lambeth,average,small,96.0,1916436.0
2438,Lambeth,very_expensive,large,95.0,1972966.0
2448,Lambeth,expensive,small,97.0,1981198.0
2454,Lambeth,cheap,room,96.0,1985593.0
2463,Lambeth,cheap,room,97.0,1994211.0
2478,Lambeth,expensive,small,100.0,2013415.0
2481,Lambeth,cheap,room,98.0,2017808.0
2517,Lambeth,very_expensive,small,97.0,2062323.0
2534,Lambeth,very_expensive,small,98.0,2087782.0
2536,Lambeth,very_expensive,small,90.0,2093422.0
2540,Lambeth,cheap,room,92.0,2095744.0
2545,Lambeth,very_cheap,room,88.0,2103237.0
2547,Lambeth,expensive,large,96.0,2111182.0
2564,Lambeth,expensive,large,87.0,2131284.0
2567,Lambeth,expensive,large,97.0,2133721.0
2568,Lambeth,expensive,large,97.0,2134467.0
2612,Lambeth,very_expensive,large,92.0,2192751.0
2623,Lambeth,very_cheap,room,98.0,2208769.0
2630,Lambeth,very_cheap,room,95.0,2215685.0
2631,Lambeth,cheap,room,96.0,2216626.0
2644,Lambeth,expensive,large,100.0,2232632.0
2656,Lambeth,cheap,room,96.0,2258764.0
2658,Lambeth,very_expensive,large,95.0,2260202.0
2660,Lambeth,expensive,small,99.0,2265745.0
2673,Lambeth,very_cheap,room,99.0,2283610.0
2720,Lambeth,very_cheap,room,98.0,2357072.0
2725,Lambeth,very_expensive,large,100.0,2366348.0
2740,Lambeth,very_cheap,room,100.0,2380302.0
2761,Lambeth,expensive,large,100.0,2400692.0
2793,Lambeth,very_expensive,large,98.0,2465026.0
2826,Lambeth,cheap,room,95.0,2502453.0
2831,Lambeth,very_expensive,small,93.0,2519161.0
2842,Lambeth,very_cheap,room,93.0,2530621.0
2851,Lambeth,average,small,94.0,2541800.0
2863,Lambeth,very_cheap,room,85.0,2557048.0
2882,Lambeth,cheap,room,92.0,2569670.0
2884,Lambeth,very_expensive,large,96.0,2573493.0
2932,Lambeth,average,room,84.0,2639337.0
2935,Lambeth,very_cheap,room,100.0,2645282.0
2939,Lambeth,very_expensive,large,97.0,2649920.0
2958,Lambeth,cheap,room,92.0,2674534.0
2962,Lambeth,cheap,room,92.0,2680130.0
2964,Lambeth,cheap,room,97.0,2681394.0
2995,Lambeth,cheap,room,98.0,2715314.0
3012,Lambeth,expensive,large,100.0,2735614.0
3013,Lambeth,very_expensive,large,99.0,2738174.0
3017,Lambeth,cheap,room,90.0,2749403.0
3036,Lambeth,very_cheap,room,92.0,2773685.0
3073,Lambeth,average,small,90.0,2836252.0
3089,Lambeth,very_expensive,large,95.0,2851421.0
3100,Lambeth,very_cheap,room,93.0,2867273.0
3127,Lambeth,very_expensive,large,96.0,2916885.0
3129,Lambeth,average,small,62.0,2921125.0
3148,Lambeth,cheap,room,96.0,2949918.0
3157,Lambeth,average,large,97.0,2971667.0
3160,Lambeth,expensive,small,95.0,2972260.0
3166,Lambeth,expensive,small,99.0,2982082.0
3179,Lambeth,expensive,large,90.0,3009705.0
3181,Lambeth,average,small,96.0,3010784.0
3205,Lambeth,very_expensive,large,100.0,3045804.0
3220,Lambeth,very_expensive,large,100.0,3067932.0
3256,Lambeth,cheap,room,97.0,3118614.0
3257,Lambeth,average,small,85.0,3118791.0
3280,Lambeth,very_cheap,room,94.0,3143830.0
3288,Lambeth,cheap,room,94.0,3156950.0
3289,Lambeth,very_cheap,room,89.0,3157076.0
3290,Lambeth,cheap,room,89.0,3157146.0
3293,Lambeth,very_expensive,large,97.0,3160692.0
3296,Lambeth,very_expensive,large,100.0,3164234.0
3297,Lambeth,very_cheap,room,98.0,3164500.0
3299,Lambeth,very_cheap,room,96.0,3165691.0
3311,Lambeth,expensive,room,99.0,3182617.0
3320,Lambeth,expensive,large,97.0,3190743.0
3321,Lambeth,expensive,small,93.0,3191081.0
3324,Lambeth,expensive,small,93.0,3194911.0
3327,Lambeth,cheap,small,87.0,3202132.0
3328,Lambeth,cheap,room,92.0,3202462.0
3329,Lambeth,average,small,93.0,3203442.0
3353,Lambeth,average,small,95.0,3227153.0
3365,Lambeth,average,small,93.0,3237695.0
3368,Lambeth,average,large,89.0,3240201.0
3383,Lambeth,very_cheap,room,93.0,3260426.0
3396,Lambeth,very_cheap,room,96.0,3277188.0
3399,Lambeth,expensive,small,90.0,3281612.0
3408,Lambeth,very_expensive,large,89.0,3294255.0
3413,Lambeth,expensive,large,100.0,3297141.0
3427,Lambeth,expensive,small,91.0,3316186.0
3428,Lambeth,very_cheap,room,93.0,3318135.0
3431,Lambeth,expensive,small,95.0,3321113.0
3434,Lambeth,cheap,room,96.0,3322493.0
3442,Lambeth,very_cheap,room,93.0,3330928.0
3468,Lambeth,average,room,98.0,3357790.0
3500,Lambeth,expensive,small,99.0,3385589.0
3501,Lambeth,cheap,room,98.0,3388038.0
3516,Lambeth,very_cheap,room,85.0,3403597.0
3529,Lambeth,very_cheap,room,95.0,3419581.0
3540,Lambeth,very_expensive,small,95.0,3432906.0
3547,Lambeth,expensive,small,97.0,3441277.0
3559,Lambeth,cheap,room,93.0,3448962.0
3569,Lambeth,very_expensive,large,100.0,3456150.0
3586,Lambeth,average,room,99.0,3474515.0
3587,Lambeth,very_expensive,small,93.0,3476005.0
3597,Lambeth,average,small,95.0,3486954.0
3636,Lambeth,very_expensive,large,97.0,3521113.0
3644,Lambeth,very_cheap,room,100.0,3531327.0
3646,Lambeth,expensive,small,98.0,3532340.0
3657,Lambeth,very_expensive,small,98.0,3542131.0
3661,Lambeth,very_expensive,large,98.0,3546437.0
3667,Lambeth,very_cheap,room,93.0,3552642.0
3674,Lambeth,cheap,room,95.0,3559813.0
3676,Lambeth,expensive,large,93.0,3560607.0
3679,Lambeth,average,small,99.0,3564867.0
3701,Lambeth,very_cheap,room,95.0,3573976.0
3705,Lambeth,expensive,large,91.0,3575664.0
3707,Lambeth,very_expensive,large,100.0,3576398.0
3732,Lambeth,very_expensive,large,88.0,3601044.0
3748,Lambeth,cheap,room,99.0,3611520.0
3755,Lambeth,very_expensive,large,96.0,3622576.0
3784,Lambeth,cheap,room,95.0,3654578.0
3809,Lambeth,expensive,small,96.0,3681969.0
3822,Lambeth,average,small,96.0,3689192.0
3829,Lambeth,cheap,room,75.0,3697017.0
3833,Lambeth,very_cheap,room,89.0,3698821.0
3861,Lambeth,very_expensive,large,100.0,3727872.0
3877,Lambeth,very_cheap,room,98.0,3749786.0
3897,Lambeth,average,room,96.0,3774823.0
3914,Lambeth,expensive,small,88.0,3796469.0
3919,Lambeth,cheap,room,96.0,3802032.0
3923,Lambeth,expensive,large,93.0,3809272.0
3931,Lambeth,cheap,room,100.0,3822187.0
3945,Lambeth,average,small,99.0,3840204.0
3959,Lambeth,average,small,90.0,3850799.0
3964,Lambeth,expensive,small,93.0,3855426.0
3974,Lambeth,very_cheap,room,99.0,3865581.0
3978,Lambeth,cheap,room,94.0,3868458.0
4005,Lambeth,very_expensive,large,95.0,3904568.0
4009,Lambeth,expensive,small,99.0,3907084.0
4012,Lambeth,expensive,small,94.0,3910227.0
4032,Lambeth,average,small,100.0,3942022.0
4034,Lambeth,expensive,small,100.0,3943204.0
4035,Lambeth,cheap,room,92.0,3943758.0
4036,Lambeth,very_expensive,large,95.0,3945508.0
4059,Lambeth,very_expensive,large,95.0,3974384.0
4082,Lambeth,average,small,84.0,3994973.0
4092,Lambeth,expensive,small,98.0,4004588.0
4101,Lambeth,cheap,room,90.0,4011513.0
4102,Lambeth,average,room,93.0,4012089.0
4108,Lambeth,cheap,room,97.0,4018268.0
4110,Lambeth,average,room,100.0,4020666.0
4119,Lambeth,cheap,room,98.0,4029251.0
4131,Lambeth,very_cheap,room,92.0,4050025.0
4134,Lambeth,average,room,93.0,4051593.0
4156,Lambeth,expensive,large,97.0,4071755.0
4163,Lambeth,very_expensive,large,95.0,4084825.0
4170,Lambeth,average,room,97.0,4092595.0
4177,Lambeth,cheap,room,100.0,4098634.0
4202,Lambeth,expensive,small,97.0,4123742.0
4223,Lambeth,very_cheap,room,93.0,4156223.0
4225,Lambeth,expensive,large,98.0,4161704.0
4246,Lambeth,very_cheap,room,96.0,4182286.0
4250,Lambeth,expensive,large,98.0,4186231.0
4265,Lambeth,expensive,small,90.0,4198560.0
4271,Lambeth,cheap,room,93.0,4205011.0
4282,Lambeth,cheap,room,91.0,4224683.0
4283,Lambeth,very_expensive,large,94.0,4225332.0
4310,Lambeth,very_cheap,room,98.0,4255516.0
4311,Lambeth,cheap,room,99.0,4255583.0
4321,Lambeth,average,small,87.0,4269939.0
4362,Lambeth,average,room,97.0,4316335.0
4375,Lambeth,average,room,90.0,4337958.0
4408,Lambeth,expensive,large,84.0,4377758.0
4416,Lambeth,cheap,room,91.0,4389139.0
4445,Lambeth,average,small,85.0,4421631.0
4447,Lambeth,cheap,room,93.0,4421740.0
4457,Lambeth,average,room,94.0,4435322.0
4459,Lambeth,cheap,room,97.0,4437005.0
4460,Lambeth,cheap,room,93.0,4437232.0
4465,Lambeth,expensive,large,91.0,4442655.0
4487,Lambeth,average,small,94.0,4462228.0
4498,Lambeth,very_expensive,large,90.0,4476459.0
4506,Lambeth,very_expensive,large,97.0,4481378.0
4525,Lambeth,average,room,94.0,4506257.0
4562,Lambeth,cheap,room,100.0,4547110.0
4576,Lambeth,very_expensive,large,91.0,4563354.0
4584,Lambeth,cheap,room,99.0,4571447.0
4589,Lambeth,very_cheap,room,96.0,4572846.0
4593,Lambeth,expensive,small,92.0,4576854.0
4615,Lambeth,expensive,room,93.0,4604015.0
4617,Lambeth,very_expensive,large,95.0,4605577.0
4620,Lambeth,average,room,88.0,4606241.0
4629,Lambeth,expensive,room,95.0,4619677.0
4645,Lambeth,very_expensive,large,86.0,4638994.0
4647,Lambeth,very_cheap,room,97.0,4641001.0
4661,Lambeth,very_expensive,large,96.0,4648426.0
4663,Lambeth,cheap,room,94.0,4650739.0
4684,Lambeth,average,room,80.0,4666557.0
4690,Lambeth,expensive,room,93.0,4670636.0
4691,Lambeth,very_cheap,room,93.0,4670845.0
4697,Lambeth,very_cheap,room,100.0,4674224.0
4730,Lambeth,very_cheap,room,98.0,4703548.0
4743,Lambeth,very_cheap,room,89.0,4715887.0
4755,Lambeth,very_cheap,room,91.0,4723241.0
4768,Lambeth,very_expensive,small,100.0,4732915.0
4825,Lambeth,cheap,room,87.0,4787496.0
4835,Lambeth,cheap,room,88.0,4797498.0
4903,Lambeth,very_cheap,room,74.0,4876828.0
4914,Lambeth,very_expensive,large,97.0,4889183.0
4934,Lambeth,very_cheap,room,93.0,4916478.0
4947,Lambeth,cheap,room,97.0,4934381.0
4949,Lambeth,expensive,small,99.0,4934912.0
4956,Lambeth,expensive,room,95.0,4944910.0
4962,Lambeth,cheap,room,96.0,4952742.0
4972,Lambeth,cheap,small,79.0,4958394.0
4983,Lambeth,very_cheap,room,97.0,4970913.0
4994,Lambeth,average,room,97.0,4981786.0
5027,Lambeth,expensive,large,100.0,5017224.0
5036,Lambeth,cheap,room,84.0,5026463.0
5038,Lambeth,cheap,room,85.0,5031728.0
5049,Lambeth,average,large,97.0,5043110.0
5059,Lambeth,cheap,room,100.0,5055889.0
5083,Lambeth,very_cheap,room,94.0,5087388.0
5086,Lambeth,expensive,room,100.0,5088999.0
5116,Lambeth,very_expensive,large,91.0,5119248.0
5118,Lambeth,very_expensive,large,100.0,5124210.0
5119,Lambeth,very_cheap,room,97.0,5125845.0
5124,Lambeth,cheap,room,98.0,5134118.0
5153,Lambeth,average,room,96.0,5162014.0
5159,Lambeth,cheap,room,90.0,5168353.0
5164,Lambeth,average,room,95.0,5176832.0
5186,Lambeth,expensive,small,97.0,5210278.0
5192,Lambeth,very_cheap,room,98.0,5223640.0
5235,Lambeth,very_expensive,small,97.0,5283160.0
5241,Lambeth,very_cheap,room,97.0,5291182.0
5267,Lambeth,cheap,room,100.0,5323299.0
5270,Lambeth,cheap,small,90.0,5327267.0
5271,Lambeth,very_cheap,room,95.0,5327719.0
5315,Lambeth,cheap,room,78.0,5370860.0
5318,Lambeth,expensive,large,100.0,5374824.0
5333,Lambeth,cheap,room,92.0,5397205.0
5359,Lambeth,very_expensive,large,100.0,5431679.0
5365,Lambeth,very_expensive,large,99.0,5433293.0
5387,Lambeth,cheap,room,89.0,5461087.0
5389,Lambeth,very_expensive,large,97.0,5462756.0
5428,Lambeth,average,room,99.0,5519383.0
5432,Lambeth,very_cheap,room,98.0,5522967.0
5434,Lambeth,very_cheap,room,100.0,5527469.0
5447,Lambeth,average,room,97.0,5541645.0
5461,Lambeth,expensive,large,97.0,5561322.0
5470,Lambeth,average,small,96.0,5568684.0
5478,Lambeth,very_cheap,room,91.0,5580124.0
5522,Lambeth,average,room,80.0,5638175.0
5523,Lambeth,very_cheap,room,96.0,5638426.0
5539,Lambeth,cheap,room,95.0,5657519.0
5543,Lambeth,very_expensive,large,94.0,5658829.0
5573,Lambeth,very_expensive,large,99.0,5701378.0
5588,Lambeth,very_cheap,room,90.0,5718232.0
5597,Lambeth,expensive,large,92.0,5723442.0
5606,Lambeth,average,large,97.0,5736974.0
5617,Lambeth,very_cheap,room,90.0,5751270.0
5651,Lambeth,average,large,95.0,5793696.0
5654,Lambeth,very_cheap,room,93.0,5795944.0
5656,Lambeth,expensive,large,94.0,5799736.0
5662,Lambeth,average,small,92.0,5808604.0
5663,Lambeth,cheap,room,94.0,5808607.0
5681,Lambeth,very_expensive,large,100.0,5830958.0
5682,Lambeth,average,large,95.0,5832248.0
5702,Lambeth,average,room,98.0,5860755.0
5715,Lambeth,expensive,room,93.0,5878866.0
5716,Lambeth,average,small,97.0,5878880.0
5726,Lambeth,expensive,large,95.0,5901272.0
5755,Lambeth,very_cheap,room,95.0,5936694.0
5770,Lambeth,cheap,room,94.0,5953690.0
5785,Lambeth,very_cheap,room,94.0,5975375.0
5787,Lambeth,very_cheap,room,87.0,5975991.0
5808,Lambeth,average,small,89.0,5999456.0
5815,Lambeth,cheap,room,94.0,6004673.0
5823,Lambeth,cheap,room,87.0,6013057.0
5826,Lambeth,average,small,97.0,6016399.0
5848,Lambeth,very_cheap,room,95.0,6050814.0
5857,Lambeth,cheap,room,98.0,6052556.0
5858,Lambeth,expensive,small,97.0,6052949.0
5873,Lambeth,very_expensive,small,98.0,6070192.0
5897,Lambeth,expensive,room,93.0,6092108.0
5905,Lambeth,very_cheap,room,93.0,6098303.0
5918,Lambeth,average,small,94.0,6111578.0
5922,Lambeth,very_expensive,large,96.0,6113841.0
5933,Lambeth,cheap,room,99.0,6128134.0
5964,Lambeth,average,room,99.0,6162804.0
5966,Lambeth,very_expensive,large,84.0,6163325.0
5987,Lambeth,expensive,room,93.0,6194112.0
6000,Lambeth,cheap,room,99.0,6210410.0
6006,Lambeth,cheap,small,83.0,6217977.0
6013,Lambeth,cheap,room,87.0,6222085.0
6018,Lambeth,average,room,98.0,6224640.0
6034,Lambeth,very_cheap,room,90.0,6245673.0
6047,Lambeth,very_expensive,large,93.0,6265407.0
6084,Lambeth,very_expensive,room,99.0,6304686.0
6090,Lambeth,cheap,room,96.0,6308825.0
6103,Lambeth,cheap,room,95.0,6316365.0
6142,Lambeth,expensive,small,91.0,6352486.0
6143,Lambeth,average,room,98.0,6354114.0
6165,Lambeth,average,small,94.0,6380854.0
6168,Lambeth,cheap,room,98.0,6381940.0
6190,Lambeth,very_expensive,large,97.0,6402476.0
6208,Lambeth,very_cheap,room,100.0,6418507.0
6217,Lambeth,cheap,room,80.0,6424459.0
6218,Lambeth,cheap,room,82.0,6425472.0
6219,Lambeth,average,room,84.0,6425475.0
6230,Lambeth,very_cheap,room,88.0,6434550.0
6244,Lambeth,expensive,small,97.0,6450192.0
6253,Lambeth,very_cheap,room,98.0,6457519.0
6275,Lambeth,very_cheap,room,99.0,6475256.0
6280,Lambeth,very_cheap,room,91.0,6479246.0
6309,Lambeth,very_cheap,room,80.0,6501894.0
6316,Lambeth,average,large,100.0,6508593.0
6346,Lambeth,very_expensive,small,90.0,6540815.0
6347,Lambeth,very_expensive,large,90.0,6541247.0
6402,Lambeth,cheap,room,99.0,6600286.0
6435,Lambeth,expensive,large,99.0,6623667.0
6444,Lambeth,very_expensive,large,100.0,6626486.0
6478,Lambeth,cheap,room,86.0,6668287.0
6500,Lambeth,very_expensive,large,95.0,6688068.0
6502,Lambeth,average,small,100.0,6690884.0
6515,Lambeth,cheap,room,93.0,6704485.0
6521,Lambeth,very_expensive,room,98.0,6708046.0
6522,Lambeth,cheap,room,87.0,6708890.0
6530,Lambeth,expensive,small,95.0,6717546.0
6546,Lambeth,expensive,small,98.0,6728373.0
6550,Lambeth,very_expensive,small,90.0,6735394.0
6571,Lambeth,cheap,room,87.0,6763299.0
6575,Lambeth,very_cheap,room,85.0,6766422.0
6603,Lambeth,average,small,91.0,6797406.0
6608,Lambeth,cheap,room,98.0,6805186.0
6611,Lambeth,very_expensive,large,84.0,6806841.0
6617,Lambeth,very_cheap,room,91.0,6815767.0
6638,Lambeth,expensive,large,96.0,6832571.0
6647,Lambeth,expensive,large,98.0,6841892.0
6668,Lambeth,cheap,room,93.0,6864292.0
6670,Lambeth,expensive,room,99.0,6866261.0
6674,Lambeth,very_expensive,small,47.0,6870100.0
6676,Lambeth,very_cheap,room,99.0,6872716.0
6677,Lambeth,very_cheap,room,99.0,6873097.0
6682,Lambeth,expensive,large,97.0,6877362.0
6683,Lambeth,very_cheap,room,96.0,6877671.0
6689,Lambeth,average,large,100.0,6884991.0
6696,Lambeth,very_expensive,large,100.0,6891064.0
6706,Lambeth,expensive,large,96.0,6896543.0
6712,Lambeth,cheap,room,88.0,6903923.0
6716,Lambeth,very_cheap,room,95.0,6904940.0
6749,Lambeth,very_expensive,small,96.0,6932765.0
6774,Lambeth,average,small,100.0,6952565.0
6811,Lambeth,average,small,88.0,6980339.0
6815,Lambeth,very_cheap,room,96.0,6981907.0
6816,Lambeth,average,large,100.0,6982089.0
6829,Lambeth,average,large,100.0,6996158.0
6890,Lambeth,cheap,room,100.0,7058622.0
6923,Lambeth,average,small,91.0,7086741.0
6942,Lambeth,very_cheap,room,79.0,7107798.0
6951,Lambeth,very_cheap,room,99.0,7119825.0
6968,Lambeth,cheap,room,97.0,7144525.0
6969,Lambeth,expensive,large,90.0,7147304.0
7000,Lambeth,average,small,77.0,7173002.0
7029,Lambeth,expensive,small,92.0,7201329.0
7031,Lambeth,very_cheap,room,98.0,7202983.0
7056,Lambeth,expensive,small,99.0,7234228.0
7063,Lambeth,very_cheap,room,78.0,7244095.0
7076,Lambeth,cheap,room,94.0,7252597.0
7077,Lambeth,cheap,room,93.0,7253403.0
7118,Lambeth,cheap,small,90.0,7284086.0
7120,Lambeth,average,room,97.0,7286003.0
7129,Lambeth,very_expensive,large,93.0,7298181.0
7156,Lambeth,expensive,room,97.0,7320902.0
7163,Lambeth,very_expensive,large,93.0,7326250.0
7171,Lambeth,very_expensive,room,98.0,7334895.0
7188,Lambeth,very_cheap,room,95.0,7344992.0
7203,Lambeth,average,small,96.0,7363403.0
7218,Lambeth,average,small,99.0,7378805.0
